name
Aaliyah
Heather Locklear
Nancy Carroll
Bessie Love
Julie Newmar
Kate del Castillo
Irene Dunne
Ann Harding
Helen Hayes
May Robson
Grace Moore
Miriam Hopkins
Connie Booth
Lana Clarkson
Lana Turner
Traci Lords
Lesley Gore
Annie Potts
Luise Rainer
Gladys George
Fay Bainter
Margaret Sullavan
Joan Fontaine
Martha Scott
Rosalind Russell
Teresa Wright
Jean Arthur
Gene Tierney
Lee Remick
Florence Lawrence
Marlee Matlin
Kathleen Turner
June Havoc
Gypsy Rose Lee
Jane Wyman
Loretta Young
Susan Hayward
Erika Slezak
Dorothy McGuire
Jeanne Crain
Fifi D'Orsay
Florence La Badie
Marie Prevost
Maya Deren
June Foray
Ellen Burstyn
Gloria Vanderbilt
Judy Holliday
Anne Baxter
Eleanor Parker
Shelley Winters
Shirley Booth
Julie Harris
Maggie McNamara
Dorothy Dandridge
Demi Moore
Louise Brooks
Ruby Keeler
Alice Brady
Carroll Baker
Nancy Kelly
Betty Grable
Joanne Woodward
María Conchita Alonso
Lynne Thigpen
Lillian Gish
Bernadette Peters
Lark Voorhies
Mia Farrow
Maureen O'Sullivan
Agnes Moorehead
Diane Keaton
Amanda Bynes
Fairuza Balk
Renée Zellweger
Kim Basinger
Shari Lewis
Melissa Manchester
June Allyson
Piper Laurie
Geraldine Page
Anne Bancroft
Priscilla Presley
Reba McEntire
Patricia Neal
Kim Stanley
Teri Hatcher
Bette Midler
Dorothy Dickson
Edie Falco
Gail Russell
Amanda Bearse
Katey Sagal
Emma Caulfield
Elizabeth Hartman
Dorothy Frooks
Josephine Hull
LeAnn Rimes
Da Brat
Eva Marie Saint
Monica (singer)
Bea Arthur
Dyan Cannon
Geena Davis
Joan Cusack
Antoinette Perry
Christina Ricci
Jane Alexander
Ali MacGraw
Carrie Snodgress
Jane Powell
Kate Hudson
Marion Davies
Marisa Tomei
Chloë Sevigny
Amber Benson
Dorothy Gish
Claire Danes
Cicely Tyson
Marsha Mason
Jennie Garth
Diahann Carroll
Gabrielle Carteris
Valerie Perrine
Gena Rowlands
Louise Fletcher
Ann-Margret
Talia Shire
Carol Channing
Jill Clayburgh
Evelyn Nesbit
Dorothy Lamour
Rene Russo
Freda Payne
Tallulah Bankhead
Janet Leigh
Natacha Rambova
Debra Monk
Maureen O'Hara
Anjelica Huston
Elizabeth Berkley
Jada Pinkett Smith
Farrah Fawcett
Eliza Dushku
Tyra Banks
Pamela Sue Martin
Gloria Foster
Diane Ladd
Sally Field
Anne Meara
Rebecca Romijn
Debra Winger
Theda Bara
Lara Flynn Boyle
Julianne Moore
Joan Blondell
Clara Peller
Gina Gershon
Carol Burnett
Melanie Chartoff
Ricki Lake
Maggie Lawson
ZaSu Pitts
Rachel True
Rosalind Chao
Robin Tunney
Michelle Trachtenberg
Marcheline Bertrand
Selma Blair
Kelly Rowland
Lauren Bacall
Kim Novak
Ione Skye
Mary Elizabeth Mastrantonio
Lena Horne
Sophie Tucker
Christie Brinkley
Caitlin Wachs
Mary Garden
Joan Rivers
Chloe Webb
Jena Malone
Lupe Vélez
Tammy Faye Messner
Frances McDormand
Kristin Davis
Erika Eleniak
Courtney Thorne-Smith
Kathy Ireland
Amanda Winn-Lee
Kate Jackson
Mira Sorvino
Ali Wentworth
Cass Elliot
Anna Faris
Rita Hayworth
Kelly Preston
Jennifer Beals
Kristanna Loken
Tippi Hedren
Jill St. John
Maya Angelou
Nina Hartley
Mischa Barton
Patti LuPone
Jennifer Jason Leigh
Jane Krakowski
Jean Harlow
Kelly McGillis
Angelyne
Thelma Furness - Viscountess Furness
Veronica Hart
Dita Von Teese
Brett Somers
Jane Kaczmarek
Courteney Cox
Laurie Metcalf
Susan Egan
Jacqueline Susann
Jessie Royce Landis
Laurie Holden
Sue Lyon
Fran Drescher
Savannah (actress)
Geraldine Farrar
Diane Lane
Michelle Rodriguez
Stacy Keibler
Mary Ellis
Bebe Neuwirth
Helen Slater
Téa Leoni
Linda Eder
Candice Bergen
Barbara Bach
Lorna Luft
Carrie Fisher
Tara Strong
Jodi Benson
Thelma Ritter
Daveigh Chase
Inger Stevens
Mýa
Annette O'Toole
Fergie (singer)
Lotte Lenya
Anne Heche
Suzy Parker
Margaret Colin
Jennifer O'Neill
Kirstie Alley
Betty Hutton
Rosanna Arquette
Elizabeth Montgomery
Bess Myerson
Elizabeth McGovern
Elizabeth Perkins
Rachael Leigh Cook
Edna Purviance
Meagan Good
Madeleine Stowe
Veronica Lake
Daryl Hannah
Hedy Burress
Mena Suvari
Anne Archer
Clea DuVall
Bridget Fonda
Jessica Alba
Kathie Lee Gifford
Shannon Whirry
Phyllis Diller
Joan Chen
Vivian Vance
Debra Messing
Blair Brown
Rue McClanahan
Adrienne Barbeau
Joyce DeWitt
Marlene Warfield
Valerie Harper
Mildred Davis
Bebe Daniels
Jolene Blalock
Olympia Dukakis
Anissa Jones
Paulette Goddard
Cherie Currie
Stephanie Zimbalist
Claire Trevor
Melissa George
Merrin Dungey
Hedda Hopper
Barbara Feldon
Dorothy Loudon
Faith Evans
Penny Singleton
Annette Funicello
Kellie Waymire
Eleanor Powell
Connie Stevens
Linda Blair
Laura Linney
E. G. Daily
Yancy Butler
Christine Jorgensen
Margaret Livingston
Helen Gahagan Douglas
Ethel Barrymore
Peaches Browning
Jean Louisa Kelly
Marcia Gay Harden
Anna Chlumsky
Terry Farrell (actress)
Vera-Ellen
Markie Post
Donna Reed
Mary Ann Mobley
Maggie Gyllenhaal
Lea Thompson
Jeri Ryan
Patricia Arquette
Catherine Oxenberg
Mila Kunis
Esther Rolle
Lori Loughlin
Michelle Bauer
Rachel Miner
Kath Soucie
Amy Sedaris
Jean Stapleton
Sally Struthers
Jayne Mansfield
Michelle Thomas
Tia Carrere
Helen O'Connell
Tracy Scoggins
Rita Moreno
Marla Sokoloff
Faith Ford
Betty White
Chase Masterson
Melissa Gilbert
Judith Light
Keri Russell
Evelyn Keyes
Sara Gilbert
Claudia Christian
Nana Visitor
Etta Moten Barnett
Denise Crosby
Natalie Cole
Hope Lange
Renee O'Connor
Mariska Hargitay
Madge Bellamy
Gertrude Berg
Maura Tierney
Katherine Helmond
Uta Hagen
Catherine O'Hara
Kim Raver
Catherine Bach
Cree Summer
Annette Bening
Ann Miller
Aisha Tyler
Frances Farmer
Barbara Bain
Michelle Phillips
Dinah Shore
Chloe Jones
Bo Derek
Holly Marie Combs
Vitamin C (singer)
Bambi Woods
Sally Rand
Lana Wood
Thelma Todd
Allison Janney
Scarlett Pomers
Nancy Hower
Roxann Dawson
Piper Perabo
Penny Marshall
Ida Lupino
Nancy Walker
Linda Darnell
Madeline Kahn
Carole Landis
Margaret Dumont
Kate Capshaw
Patricia Clarkson
Mae Murray
Mary Kay Bergman
Marla Maples
Dominique Dunne
Ally Sheedy
Peri Gilpin
Juliette Lewis
Melanie Griffith
Susan Fleming
Andrea Martin
Shohreh Aghdashloo
Billie Burke
Eartha Kitt
Tatum O'Neal
Fanny Brice
Danielle Harris
Linda Hunt
Butterfly McQueen
Tina Louise
Natalie Schafer
Sheila Kuehl
Marjorie Main
Pamela Hensley
Susan Tyrrell
Jeanette MacDonald
Helen Reddy
Dale Evans
Karen Allen
Elisabeth Shue
Mary McDonnell
Joan Allen
Amber Tamblyn
Angela Bassett
Julia Stiles
Yolanda Montes
Hayden Panettiere
Maya Rudolph
Lacey Chabert
Cecily Adams
Jan Miner
Kathy Bates
Ann Sheridan
Betty Field
Ann Sothern
Edie Sedgwick
Cloris Leachman
Gretchen Mol
Robin Curtis
Mariel Hemingway
Jamie-Lynn Sigler
Lorraine Bracco
Drea de Matteo
Aida Turturro
Lane Sisters
Bai Ling
Heather Headley
Frances Dee
Heather DeLoach
Gloria Stuart
Angie Dickinson
Joan Bennett
Mercedes McCambridge
Teri Garr
Lois Hamilton
Stockard Channing
Darla Hood
Rhea Perlman
Dina Meyer
Maude Adams
Susan Howard
Ja'Net DuBois
Lili Taylor
Kathy Griffin
Susan Blakely
Diana Muldaur
Melina Kanakaredes
Andrea Feldman
Linda Cardellini
Irene Hervey
Jan Sterling
Paige Davis
Jorja Fox
Mary Astor
Dolores del Río
Parker Posey
Constance Bennett
Gloria Morgan Vanderbilt
Clare Kramer
Ann Prentiss
Elaine May
Marg Helgenberger
Patty Duke
Penelope Ann Miller
Gale Sondergaard
Shelley Long
Mary Miles Minter
Mabel Normand
Nia Vardalos
Rachel Sweet
Maria Montez
Charlotte Rae
Moon Zappa
Margaret Hamilton (actress)
Stephanie Romanov
Allison Mack
Olive Thomas
Katharine Ross
Susan Peters
Anita Page
Sandra Dee
Carolyn Jones
Jane Wyatt
Vivica A. Fox
Pamela Bellwood
Diane Varsi
Alice Pearce
Imogene Coca
Lucie Arnaz
Morgan Fairchild
Anne Hathaway
Anne Lockhart (actress)
Nicholle Tom
Jane Russell
Thuy Trang
Wanda Sykes
Kate Smith
Melinda Clarke
Nancy Wilson (jazz singer)
Dianne Wiest
Alice Day
Gabrielle Union
Lilia Skala
Phylicia Rashad
Alicia Witt
Juliet Mills
Molly Shannon
Kathryn Morris
Lisa Whelchel
Tonea Stewart
Lois Chiles
Ellen Barkin
Emily Hart
Alexa PenaVega
Jennifer Lien
Salome Jens
Alexis Arquette
Riley Weston
Beth Broderick
Katie Finneran
Kim Zimmer
Irna Phillips
Charlene Tilton
Suzanne Rogers
Cristina Ferrare
Susan Lucci
Rosario Dawson
Patricia Heaton
Delta Burke
Kristy McNichol
Doris Grau
Kay Francis
Isabel Sanford
Christine Baranski
Rena Sofer
Victoria Principal
Melissa Reeves
Linda Evans
Laura San Giacomo
Jaimee Foxworth
Andrea Barber
Deidre Hall
Marion Hutton
Masiela Lusha
Camryn Manheim
LisaGay Hamilton
Kelli Williams
Jessica Capshaw
Madeline Zima
Tyne Daly
Faith Prince
Kim Delaney
Sherry Stringfield
Christine Lahti
Alison La Placa
Jo Marie Payton
Kim Wayans
Amy Irving
Mary-Louise Parker
Linda Fiorentino
Dagmar (American actress)
Anna Lee
Alisa Reyes
Raquel Lee
Danitra Vance
Lauren Tom
Alfre Woodard
Emily Procter
Julie Bowen
Meg Tilly
Lili Damita
Carly Schroeder
Colleen Dewhurst
Ashley Johnson (actress)
Cynthia Watros
Daphne Zuniga
Jenna Elfman
Jessica Biel
Anna Moffo
Janine Turner
Keshia Knight Pulliam
Linda Gary
Natasha Lyonne
Mara Wilson
Suzie Plakson
Jennifer Grey
Sela Ward
Julia Sweeney
Mia Sara
Dixie Carter
Tara Reid
Alice Faye
Justine Bateman
Rebecca Schaeffer
Carolyn Lawrence
Stacey Dash
Tracey Gold
Vanessa Marcil
Renée Estevez
Gloria Grahame
A. J. Langer
Rose Marie
Amy Acker
Mayo Methot
Isabel Jewell
Ali Larter
Kristy Swanson
Nancy Travis
Laura Leighton
Annabella Sciorra
Renee Olstead
Yvonne De Carlo
Karen Morley
Megan Mullally
Shelley Morrison
Ming-Na Wen
Louise Sorel
Dorothy Malone
Ann Dvorak
Glenda Farrell
Beverly D'Angelo
Kitty Carlisle
Deborah Foreman
Heather Matarazzo
Helen Wagner
Charita Bauer
Susan Seaforth Hayes
Frances Reid
Victoria Wyndham
Mary Beth Evans
Alison Sweeney
Linda Dano
Amy Brenneman
Dorothy Fay
Kirsten Storms
Judi Evans
Leslie Mann
Crystal Chappell
Barbara Berjer
Eileen Davidson
Constance Ford
Colleen Zenk
Julie Caitlin Brown
Robin Mattson
Barbara Eden
Hudson Leick
Amanda Peterson
Jennifer Hale
Celeste Holm
Heather Tom
Cady McClain
Susan Ward
Maureen Reagan
Robin Strasser
Beverlee McKinsey
Kelly Curtis
Emily McLaughlin
Mary Stuart (actress)
Alicia Coppola
Sarah Chalke
Genie Francis
Denise Alexander
Sharon Case
Lucille Wall
Alicia Leigh Willis
Lori Beth Denberg
Mayim Bialik
Terri J. Vaughn
Kelly Rutherford
Kelly Monaco
Melody Thomas Scott
Marilyn Burns
Wendie Malick
Sharon Gless
Raven-Symoné
Jennifer Westfeldt
Paula Jai Parker
Katherine Kelly Lang
Nancy Kulp
Daphne Maxwell Reid
Kimberly McCullough
Barbara Whiting Smith
Marie Osmond
Janet Hubert
Jessica Tuck
Summer Phoenix
Heather Langenkamp
Lisa Robin Kelly
Constance McCashin
Keiko Agena
Sanaa Lathan
Maria Ouspenskaya
Laura Wright
Ann Williams (actress)
Ellen Holly
Brooke Burns
Wendy Moniz
Kristina Wagner
Annie Golden
Rosie Perez
Valerie Bertinelli
Geraldine Chaplin
Lillian Russell
Kassie DePaiva
Zoe McLellan
Sean Young
Bridget Moynahan
Dawn Wells
Liz Vassey
Renée Jones
Laura Prepon
Shar Jackson
Trudy Marshall
Irene Manning
Tanya Roberts
Chelsea Noble
Telma Hopkins
Patti Davis
Amanda Blake
Nancy Lee Grahn
Rain Phoenix
Margaret Truman
Harriet Nelson
Alyssa Milano
Maureen Teefy
Lily Pons
Una Merkel
Anne Revere
Jane Darwell
Jo Van Fleet
Miyoshi Umeki
Sandy Dennis
Cyd Charisse
Michelle Horn
Estelle Parsons
Lee Grant
Maureen Stapleton
Mercedes Ruehl
Gail Edwards
Larisa Oleynik
Katherine Moennig
Loni Anderson
Cassandra Peterson
Lori Petty
Pearl Bailey
Maxine Elliott
Christie Clark
Anna May Wong
Jaime Pressly
Lauren Graham
Judith Barsi
Idina Menzel
JoBeth Williams
Ann Rutherford
Judy Tyler
Marlo Thomas
Sabrina Lloyd
June Lockhart
Hillary B. Smith
Mackenzie Phillips
Bonnie Franklin
Mo Gaffney
Gena Lee Nolin
Peggy Ann Garner
Margaret O'Brien
Shirley Temple
Heather O'Rourke
Nancy McKeon
Kim Fields
Mindy Cohn
Pearl White
Meredith Baxter
Amy Smart
Patricia Richardson
Jaclyn Smith
Victoria Rowell
Hunter Tylo
Jami Gertz
Kristine DeBell
Rosalind Cash
Kimberlin Brown
Suzanne Pleshette
Dorothy Hart
Mädchen Amick
Gloria Winters
Melba Rae
Marion Ross
Stella Adler
Martha Raye
Linda Lavin
Tracy Pollan
Gina Torres
Roxie Roker
Inga Swenson
Judith Malina
Linda Gray
Lauren Hutton
Virginia Rappe
Peggy Wood
Vicki Lawrence
Judy Lewis
Tamara Braun
Sarah Joy Brown
Pam Dawber
Maggie Roswell
Jennifer Tilly
Rebecca Budig
Frances Heflin
Audrey Munson
Tawny Kitaen
Marguerite Moreau
Virginia Bruce
Zara Cully
Marsha Hunt (actress - born 1917)
Bryce Dallas Howard
Kellie Martin
Nia Long
Joey Lauren Adams
Kaley Cuoco
Kari Wuhrer
Lynn Cartwright
Lisa Brown (actress)
Ethel Remey
Virginia Grey
Vera Miles
Bea Benaderet
Jennifer Esposito
Maggie Wheeler
Eva Longoria
Martha Byrne
Barbara Hershey
Catherine Hickland
Eva LaRue
Charlotte Ross
Julia Barr
Eva Amurri
LaTanya Richardson Jackson
Amanda Peet
Jan Smithers
Lynn Herring
Roselyn Sánchez
Michelle Williams (actress)
Esther Williams
Judith Chapman
Stephanie Seymour
Liza Weil
Sharon Leal
Chita Rivera
Sidney Fox
Anita Garvin
Staci Keanan
Pola Negri
Madaline Lee
Florence Turner
Jessica Collins
Anne Meacham
Harriet MacGibbon
Shiri Appleby
Elsie Janis
Betty Garrett
Ana Gasteyer
Jessica Walter
Amy Poehler
Sondra Locke
Lisa Hartman Black
Gladys Brockwell
Evelyn Brent
Acquanetta
Paula Poundstone
Josephine Earp
Donna Pescow
Debbe Dunning
Cheryl Holdridge
Grace Lee Whitney
Zooey Deschanel
Susan Saint James
Laura Branigan
Merrie Spaeth
Jean Smart
Gigi Rice
Julianne Phillips
Rebekka Armstrong
Betty Madigan
Suzanne Kaaren
Angelica Bridges
Irene Ryan
Sandy Duncan
Karyn Kupcinet
Sarah Wright
Mary Beth Peil
Elsie Jane Wilson
Angie Harmon
Donzaleigh Abernathy
Cheryl Ladd
Rachel Ames
Amanda Detmer
Shirley Dinsdale
Lindsay Crouse
Georgia Engel
Christine Cavanaugh
Bern Nadette Stanis
Lindsay Wagner
January Jones
Elaine Stritch
Heather McComb
Donna Mills
Monica Keena
Liza Huber
Kelley Menighan Hensley
Michelle Stafford
Emily Deschanel
Mae Questel
Diana Canova
Eden Riegel
Brett Butler (actress)
Margaret Avery
Monica Potter
Phyllis Hyman
Paige O'Hara
Alexis Smith
Jordana Brewster
Marcia Strassman
Barbara Billingsley
Maggie McOmie
Lyda Roberti
Claudia Wells
Colleen Moore
Dana Delany
Emilie de Ravin
Teresa Graves
Jenny Lewis
Leah Remini
Sally Kellerman
Crystal Bernard
Rita Rudner
Phyllis Kirk
Viola Dana
Eleanor Boardman
Dolores Costello
Virginia Mayo
Jennifer Syme
Frances Bavier
Trisha Yearwood
Helen Shipman
Jennifer Ehle
Patsy Garrett
Carlotta Monti
Lee Meriwether
Brittany Snow
Joan Hackett
Ellen Muth
Cheryl Hines
Mary-Margaret Humes
Sasha Alexander
Leann Hunley
Elisabeth Röhm
Amanda Plummer
Julie London
Donna Douglas
Tracee Ellis Ross
Hope Davis
Mary Wickes
Stacey Q
Felicity Huffman
Bess Flowers
Marla Gibbs
Nancy Marchand
Amanda Seyfried
Debbie Allen
Julie Pinson
Mary Lynn Rajskub
Kelly Bishop
Melissa McCarthy
Helen Gallagher
Ruth Buzzi
Jenna von Oÿ
Laura La Plante
Alice White
Tina Majorino
Jeanne Tripplehorn
Lauren Ambrose
Evan Rachel Wood
Eva Mendes
Pamela Des Barres
Louise Shaffer
Joanna Kerns
Tisha Campbell
Kim Coles
Veronica Taylor
Golden Brooks
Edith Massey (actress)
Paula Kelly (actress)
Tracy Nelson (actress)
Sherilyn Fenn
Lisa Ortiz
Catherine E. Coulson
Claudine Longet
Janel Moloney
Vanessa Estelle Williams
Annabeth Gish
Megan Hollingshead
Joyce Jillson
Kathleen Noone
Pam Grier
Sylvia Sidney
Florence Rice
Catherine Taber
Betty Lou Holland
Carey Lowell
Arlene Dahl
Jean Vander Pyl
Annie Ross
Shelley Duvall
Wendy Williams
Olga Petrova
Gina Tognoni
Susan Sullivan
Norma Talmadge
Virginia Vestoff
Penny Fuller
Betty Furness
Florence Eldridge
Elsie Ferguson
Marj Dusay
Ana Alicia
Barbara La Marr
Marcia Cross
Melinda McGraw
Adrienne Ames
Alla Nazimova
Blanchard Ryan
Yunjin Kim
Nikki Cox
Jasmine Guy
Rita Wilson
Amy Wright
Alexandra Bokyun Chun
Jane Wagner
Moira Kelly
Grey DeLisle
Patricia Tallman
Erin Cahill
Kim Walker (actress)
Carolyn McCormick
Mabel King
Lizzy Caplan
Dorothy Dell
Anita Louise
Lona Andre
Beth Ostrosky Stern
Morgan Brittany
Paula Marshall
S. Epatha Merkerson
Lucille Bremer
Jean Acker
Madge Blake
Kristin Chenoweth
Katherine Dunham
Emmy Rossum
Peggy Ryan
Joely Fisher
Alison Eastwood
Virginia Weidler
Alicia Minshew
Darlene Conley
Patricia Wettig
Andrea Leeds
Iris Adrian
Lynn-Holly Johnson
Leila Hyams
Gloria Hendry
Kitty Kelly
Lesley Ann Warren
Catherine Keener
Bonita Granville
Cathy Downs
Virginia Fox
Edna May Oliver
Rachel Dratch
Joy Page
Sarah Silverman
Linnea Quigley
Kristine Sutherland
Madlyn Rhue
Susanna Hoffs
Donna D'Errico
Beulah Bondi
Karen Duffy
Audra Lindley
Paget Brewster
Virginia Dale
Ona Munson
The Doll Family
Elissa Landi
Helen Chandler
Bijou Phillips
Estelle Taylor
Tammy Grimes
Dominique Swain
Cathryn Damon
Lecy Goranson
Sommore
Daisy Earles
Tuesday Weld
Donna McKechnie
Katharine Cornell
Katie Leigh
Audra McDonald
Sutton Foster
Heather Donahue
Gloria Reuben
Jacqueline Obradors
Megan Ward
June Haver
Mary Kornman
Joi Lansing
Jaime Lyn Bauer
Gretchen Cryer
Jean Darling
Mary Ann Jackson
Dorothy DeBorba
Jackie Lynn Taylor
Mitzi Kapture
Judy Kuhn
Anne Shirley (actress)
Catherine Hicks
Zina Bethune
Lainie Kazan
Desireé Cousteau
Janet Burston
Julie Benz
June Marlowe
Rhonda Ross Kendrick
Sono Osato
Margot Kidder
Dee Wallace
Grayson Hall
Norma Candal
Nanette Fabray
Tamlyn Tomita
Susan Cabot
Martha Hyer
Ann Doran
Hanna R. Hall
Lisa Vidal
Elizabeth Rogers
Loretta Devine
Madylin Sweeten
Lindsay and Sidney Greenbush
Taryn Manning
Talisa Soto
Jean Peters
Katharine Houghton
Schuyler Grant
Lara Parker
Joanne Dru
Henrietta Vinton Davis
Alicia Rhett
Ruth Hussey
Jean Hagen
Kathryn Erbe
Ruby Dee
Kristen Bell
Mildred Dunnock
Laura Innes
Lee Patrick (actress)
Kaki Hunter
Leslie Charleson
Lauren Lane
Bibi Besch
Jennifer Bassey
Jenette Goldstein
Erika Christensen
Enid Kent
Kellye Nakahara
Odessa Cleveland
Nora Dunn
Cookie Mueller
Mary Vivian Pearce
Maelcum Soul
Tara Sands
Abbie Mitchell
Cindy Williams
Didi Conn
Kelly LeBrock
Brie Larson
Arlene Francis
Angelique Pettyjohn
Annie Parisse
Patricia Elliott
Yvonne Perry
Marsha Warfield
Emy Coligado
Nadia Bjorlin
Lorraine Toussaint
Rebecca Herbst
Elizabeth Harrower (actress)
Elizabeth Keifer
Melissa Howard
Beth Chamberlin
Cynthia Rothrock
Joan Carroll
Jackée Harry
Veronica Cartwright
Makenzie Vega
Melissa Leo
Dagmara Domińczyk
Ruth Warrick
Lauren Vélez
Lorraine Vélez
Audrey Totter
Gloria DeHaven
Geraldine Fitzgerald
Vanessa Brown
Signe Hasso
Wanda Hendrix
Diana Hyland
Diana Lynn
Marta Kristen
Becky Wahlstrom
Amy Jo Johnson
Una O'Connor (actress)
Tionne Watkins
Gale Page
Ella Raines
Ann Blyth
Teri Polo
Amy Davidson
Rhonda Fleming
Thelma White
Mo'Nique
Juanin Clay
Lilyan Tashman
Amanda Righetti
Megan Follows
Candice Daly
Maila Nurmi
Ina Balin
Polly Holliday
Nell Shipman
Mary Elizabeth McGlynn
Audrey Meadows
Emma Eames
Sprague Grayden
Linda Kozlowski
Elaine Barrie
Virginia Madsen
Beth Howland
Beverley Owen
Bitty Schram
Jill Talley
Jenifer Lewis
Moms Mabley
Cheryl Crawford
Nicole Bilderback
Edie Adams
Siobhan Fallon Hogan
Tina Yothers
Margaret Kerry
Melissa Fahn
Alison Lohman
Beverley Mitchell
Mary Kay Place
Nancy Olson
Constance Talmadge
Anna Q. Nilsson
Janet Waldo
Katherine MacGregor
Gloria Hatrick McLean
Maria Bello
CCH Pounder
Tia Mowry
Fredi Washington
Juanita Moore
Susan Kohner
Melanie Mayron
Louise Beavers
Amanda Randolph
Lillian Randolph
Roma Maffia
Ellen Corby
Ashley Jones
Danielle Brisebois
Arlene Martel
Ruth Etting
Ethel Shutta
Amber Valletta
Beah Richards
Erin Moran
Sara Adler
Celia Adler
Joan Leslie
Anne Jeffreys
Vilma Bánky
Jan Hooks
Pamela Reed
Patty McCormack
Janice Kawaye
Hope Emerson
Cheri Oteri
Traci Bingham
Amelia Heinle
Shanelle Workman
Karen McDougal
Pamelyn Ferdin
Michael Learned
Blair Tefkin
Andrea Anders
Lisa Loring
Cornelia Otis Skinner
Paula Prentiss
Janice Karman
Poppy Montgomery
Kyra Sedgwick
Shelley Fabares
Virginia Payne
Bertha Kalich
Karyn Parsons
Irene Dailey
Bessie Thomashefsky
Barbara Hale
Lee Radziwill
Rini Bell
Ruth Roman
Juliet Prowse
Allison Munn
Carolee Carmello
Busy Philipps
Mika Boorem
Brittany Daniel
Carolyn Hennesy
Bianca Lawson
Suzy Chaffee
Judy Canova
Ann Savage
K Callan
Marie Windsor
Rosetta LeNoire
Dawnn Lewis
Barbara Barrie
Amy Madigan
